Fish Species,Season,Water Temp,Water Clarity,Weather,Time of Day,Waterbody Type,Best Baits (Retrieve Styles),Recommended Bait Colors,Where to Fish,Target Depth
Bluegill,Spring,Mild (60-68F),Clear,Windy,Afternoon,Lake,Micro swimbait (steady) & Cricket under bobber (light twitch),White & Orange,Flooded weeds & Rocky transitions,2-4 feet
Bluegill,Spring,Mild (60-68F),Clear,Windy,Evening,Lake,Worm under bobber (drift) & Curl tail grub (slow roll),Pumpkin & White,Stump lines & Backwater cuts,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,Rainy,Morning,Lake,Cricket under bobber (static) & Hair jig (hop-hop),Pink & Brown,Muddy banks & Laydowns,2-4 feet
Bluegill,Spring,Mild (60-68F),Clear,Rainy,Afternoon,Lake,Worm under bobber (still) & Inline spinner (steady),Natural & Chartreuse,Vegetation points & Brushy flats,2-4 feet
Bluegill,Spring,Mild (60-68F),Clear,Rainy,Evening,Lake,Waxworm under bobber (drift) & Curl tail grub (hop),White & Green,Backwater seams & Grass pockets,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,After Rain,Morning,Lake,Tiny spoon (flutter) & Cricket under bobber (drift),Silver & Orange,Flooded grass & Timber roots,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,After Rain,Afternoon,Lake,Worm on jighead (slow drag) & Beetle spin (steady),Green pumpkin & Chartreuse,Shallow ditches & Rocky banks,2-4 feet
Bluegill,Spring,Mild (60-68F),Clear,After Rain,Evening,Lake,Waxworm under bobber (static) & Small swimbait (slow roll),Natural & Smoke,Brush corners & Grass points,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Sunny,Morning,Lake,Worm under bobber (static) & Curl tail grub (slow drag),Chartreuse & Black,Shallow timber & Brushy ledges,2-4 feet
Bluegill,Spring,Cold (55-60F),Stained,Sunny,Afternoon,Lake,Cricket on jighead (hop-hop) & Beetle spin (slow roll),Black/yellow & Chartreuse,Gravel banks & Wind-protected pockets,2-4 feet
Bluegill,Spring,Cold (55-60F),Stained,Sunny,Evening,Lake,Inline spinner (slow roll) & Worm under slip bobber (still),Orange/black & Natural,Shady brush & Dock pilings,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Cloudy,Morning,Lake,Small swimbait (steady) & Cricket under bobber (light twitch),Chartreuse & Pearl,Grass walls & Transition banks,3-5 feet
Bluegill,Spring,Cold (55-60F),Stained,Cloudy,Afternoon,Lake,Waxworm under bobber (drift) & Jighead worm (hop-hop),Pink & Pumpkinseed,Flooded timber & Cattail pockets,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Cloudy,Evening,Lake,Curl tail grub (slow roll) & Micro crankbait (pause-pull),Firetiger & Gold/black,Vegetation breaks & Brush seams,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Windy,Morning,Lake,Beetle spin (steady) & Worm on jighead (hop),Silver/black & Green pumpkin,Windward points & Timber flats,3-5 feet
Bluegill,Spring,Cold (55-60F),Stained,Windy,Afternoon,Lake,Cricket under bobber (twitch) & Small inline spinner (slow roll),Chartreuse & Black,Brush lines & Riprap edges,2-4 feet
Bluegill,Spring,Cold (55-60F),Stained,Windy,Evening,Lake,Worm under bobber (still) & Spoon (flutter-pause),White/chartreuse & Chrome,Mud transitions & Grass cuts,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Rainy,Morning,Lake,Waxworm under bobber (drift) & Curl tail grub (hop-hop),Chartreuse & Orange,Backwater eddies & Shallow wood,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Rainy,Afternoon,Lake,Jighead worm (drag) & Inline spinner (slow roll),Green pumpkin & White,Stained coves & Vegetation points,3-5 feet
Bluegill,Spring,Cold (55-60F),Stained,Rainy,Evening,Lake,Cricket under bobber (light twitch) & Small swimbait (steady),Orange & Smoke,Shallow channels & Laydowns,2-4 feet
Bluegill,Spring,Cold (55-60F),Stained,After Rain,Morning,Lake,Curl tail grub (hop-hop) & Worm under bobber (static),Green pumpkin & Pink/black,Brush clusters & Muddy breaks,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,After Rain,Afternoon,Lake,Waxworm on jighead (slow drag) & Beetle spin (steady),Pearl & Chartreuse/white,Wind-sheltered flats & Rocky corners,2-4 feet
Bluegill,Spring,Cold (55-60F),Stained,After Rain,Evening,Lake,Tiny crankbait (pause-pull) & Worm under bobber (still),Gold & Natural brown,Shady seams & Cover edges,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Sunny,Morning,Lake,Cricket under bobber (twitch) & Curl tail grub (slow roll),Black/orange & Green pumpkin,Vegetation walls & Rock flats,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Sunny,Afternoon,Lake,Inline spinner (steady) & Waxworm under bobber (drift),White/chartreuse & Pink/black,Timber transitions & Ditch ends,2-4 feet
Bluegill,Spring,Mild (60-68F),Stained,Sunny,Evening,Lake,Beetle spin (slow roll) & Worm on jighead (hop-hop),Chartreuse & Pumpkinseed,Brushy corners & Dock posts,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Cloudy,Morning,Lake,Worm under slip bobber (still) & Spoon (flutter),Natural & Gold,Weed edges & Stump fields,2-4 feet
Bluegill,Spring,Mild (60-68F),Stained,Cloudy,Afternoon,Lake,Cricket under bobber (light twitch) & Jighead worm (slow crawl),Green pumpkin & Orange,Shallow channels & Rock transitions,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Cloudy,Evening,Lake,Inline spinner (slow roll) & Curl tail grub (hop),White & Chartreuse/black,Flooded brush & Grass pockets,2-4 feet
Bluegill,Spring,Mild (60-68F),Stained,Windy,Morning,Lake,Worm under bobber (drift) & Small swimbait (steady),Pumpkinseed & Pearl,Wind-blown shorelines & Brushy dips,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Windy,Afternoon,Lake,Curl tail grub (slow roll) & Waxworm under bobber (still),Chartreuse & Bubblegum,Mud breaks & Vegetation lines,2-4 feet
Bluegill,Spring,Mild (60-68F),Stained,Windy,Evening,Lake,Beetle spin (steady) & Jighead worm (hop-hop),White/black & Green pumpkin,Timber seams & Grass tips,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Rainy,Morning,Lake,Tiny crankbait (pause-pull) & Worm under bobber (drift),Gold/black & Orange,Shady cover & Creek mouths,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Rainy,Afternoon,Lake,Inline spinner (slow roll) & Waxworm on jighead (drag),Chartreuse & Silver,Backwater timber & Gravel drop-offs,2-4 feet
Bluegill,Spring,Mild (60-68F),Stained,Rainy,Evening,Lake,Curl tail grub (hop) & Cricket under bobber (light twitch),Black & Pink,Shallow weed flats & Dock corners,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,After Rain,Morning,Lake,Worm under slip bobber (still) & Spoon (flutter),White & Chrome,Flat coves & Grass banks,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,After Rain,Afternoon,Lake,Jighead worm (hop-hop) & Beetle spin (steady),Green pumpkin & Chartreuse,Brushy creek ends & Timber flats,2-4 feet
Bluegill,Spring,Mild (60-68F),Stained,After Rain,Evening,Lake,Cricket under bobber (static) & Curl tail grub (slow roll),Pumpkin & White/blue,Rocky seams & Grass edges,2-3 feet
Bluegill,Spring,Cold (55-60F),Murky,Sunny,Morning,Lake,Cricket under bobber (light twitch) & Curl tail grub (slow roll),Chartreuse & Black,Muddy banks & Brushy edges,2-4 feet
Bluegill,Spring,Cold (55-60F),Murky,Sunny,Afternoon,Lake,Worm on jighead (hop-hop) & Beetle spin (steady),Black/blue & Chartreuse,Flooded vegetation & Stump clusters,2-4 feet
Bluegill,Spring,Cold (55-60F),Murky,Sunny,Evening,Lake,Waxworm under bobber (drift) & Inline spinner (slow roll),Pink & Gold,Vegetation edges & Grass mats,2-3 feet
Bluegill,Spring,Cold (55-60F),Murky,Cloudy,Morning,Lake,Tiny crankbait (pause-pull) & Worm under bobber (static),Firetiger & Natural brown,Shallow flats & Brushy cuts,2-3 feet
Bluegill,Spring,Cold (55-60F),Murky,Cloudy,Afternoon,Lake,Cricket on jighead (hop-hop) & Curl tail grub (drag),Black/yellow & Orange,Flooded brush & Grass pockets,2-3 feet
Bluegill,Spring,Cold (55-60F),Murky,Cloudy,Evening,Lake,Worm under slip bobber (still) & Beetle spin (slow roll),Chartreuse/black & Green pumpkin,Shallow ditches & Brushy flats,2-4 feet
Bluegill,Spring,Cold (55-60F),Murky,Windy,Morning,Lake,Inline spinner (slow roll) & Waxworm under bobber (drift),Chartreuse & White,Wind-blown corners & Mud seams,2-3 feet
Bluegill,Spring,Cold (55-60F),Murky,Windy,Afternoon,Lake,Beetle spin (steady) & Jighead worm (hop),Black/blue & Chartreuse,Muddy flats & Rock transitions,3-5 feet
Bluegill,Spring,Cold (55-60F),Murky,Windy,Evening,Lake,Worm on jighead (slow drag) & Small swimbait (steady),Green pumpkin & Pearl,Weed mats & Stump fields,2-4 feet
Bluegill,Spring,Cold (55-60F),Murky,Rainy,Morning,Lake,Cricket under bobber (drift) & Spoon (flutter),Orange & Chrome,Backwater brush & Muddy coves,2-3 feet
Bluegill,Spring,Cold (55-60F),Murky,Rainy,Afternoon,Lake,Waxworm under bobber (twitch) & Curl tail grub (hop),Pink & Chartreuse/white,Flooded stumps & Dock corners,2-3 feet
Bluegill,Spring,Cold (55-60F),Murky,Rainy,Evening,Lake,Tiny crankbait (pause-pull) & Worm under bobber (still),Gold & Black,Mud breaks & Vegetation seams,2-4 feet
Bluegill,Spring,Cold (55-60F),Murky,After Rain,Morning,Lake,Jighead worm (hop-hop) & Inline spinner (slow roll),Pumpkinseed & Chartreuse,Flooded points & Brush lines,2-3 feet
Bluegill,Spring,Cold (55-60F),Murky,After Rain,Afternoon,Lake,Cricket under bobber (light twitch) & Curl tail grub (slow roll),Black & Chartreuse/blue,Muddy transitions & Shaded cover,2-3 feet
Bluegill,Spring,Cold (55-60F),Murky,After Rain,Evening,Lake,Beetle spin (slow roll) & Waxworm under bobber (static),Chartreuse & Orange,Weed edges & Timber flats,2-4 feet
Bluegill,Spring,Mild (60-68F),Murky,Sunny,Morning,Lake,Worm on jighead (hop-hop) & Curl tail grub (drag),Black & Chartreuse,Muddy grass & Cattail edges,2-3 feet
Bluegill,Spring,Mild (60-68F),Murky,Sunny,Afternoon,Lake,Cricket under bobber (twitch) & Inline spinner (slow roll),Black/orange & White,Timber transitions & Channel bends,2-4 feet
Bluegill,Spring,Mild (60-68F),Murky,Sunny,Evening,Lake,Tiny swimbait (steady) & Worm under bobber (still),Smoke & Chartreuse/white,Shady breaks & Brush lines,2-3 feet
Bluegill,Spring,Mild (60-68F),Murky,Cloudy,Morning,Lake,Beetle spin (steady) & Waxworm under bobber (drift),Chartreuse/black & Bubblegum,Rock flats & Shallow timber,2-4 feet
Bluegill,Spring,Mild (60-68F),Murky,Cloudy,Afternoon,Lake,Jighead worm (hop) & Cricket under bobber (light twitch),Pumpkin & Orange,Flooded corners & Weed clumps,2-3 feet
Bluegill,Spring,Mild (60-68F),Murky,Cloudy,Evening,Lake,Worm under slip bobber (still) & Curl tail grub (slow roll),Green pumpkin & Chartreuse,Brush seams & Mud banks,2-3 feet
Bluegill,Spring,Mild (60-68F),Murky,Windy,Morning,Lake,Inline spinner (slow roll) & Waxworm under bobber (drift),Silver & Chartreuse,Windy grass pockets & Shallow cuts,2-3 feet
Bluegill,Spring,Mild (60-68F),Murky,Windy,Afternoon,Lake,Worm on jighead (hop-hop) & Beetle spin (steady),Black/blue & Chartreuse,Muddy breaks & Timber edge flats,2-4 feet
Bluegill,Spring,Mild (60-68F),Murky,Windy,Evening,Lake,Tiny crankbait (pause-pull) & Worm under bobber (still),Gold/black & Pink,Flooded grass mats & Dock shade,2-3 feet
Bluegill,Spring,Mild (60-68F),Murky,Rainy,Morning,Lake,Cricket under bobber (light twitch) & Spoon (flutter),White & Chrome,Muddy seams & Stump edges,2-3 feet
Bluegill,Spring,Mild (60-68F),Murky,Rainy,Afternoon,Lake,Curl tail grub (hop-hop) & Inline spinner (slow roll),Chartreuse & Black,Flooded timber & Laydown ends,2-3 feet
Bluegill,Spring,Mild (60-68F),Murky,Rainy,Evening,Lake,Waxworm under bobber (still) & Worm on jighead (slow drag),Pink & Natural,Mud flats & Cover breaks,2-4 feet
Bluegill,Spring,Mild (60-68F),Murky,After Rain,Morning,Lake,Tiny crankbait (pause-pull) & Beetle spin (steady),Gold & Chartreuse,Flooded brush & Vegetation corners,2-4 feet
Bluegill,Spring,Mild (60-68F),Murky,After Rain,Afternoon,Lake,Cricket under bobber (twitch) & Curl tail grub (drag),Orange & Green pumpkin,Grass seams & Mud drops,2-3 feet
Bluegill,Spring,Mild (60-68F),Murky,After Rain,Evening,Lake,Worm under bobber (drift) & Spoon (flutter),Natural & Chrome,Flooded mats & Stump points,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,Sunny,Morning,Pond,Worm under bobber (static) & Curl tail grub (slow drag),Natural brown & Chartreuse,Flooded grass & Brushy edges,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,Sunny,Afternoon,Pond,Cricket under bobber (light twitch) & Tiny swimbait (steady),White & Gold,Shallow timber & Mud bottom flats,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,Sunny,Evening,Pond,Waxworm under bobber (drift) & Beetle spin (slow roll),Pink & Black,Dock posts & Vegetation seams,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,Cloudy,Morning,Pond,Jighead worm (hop-hop) & Waxworm under bobber (still),Pumpkin & Natural green,Shady grass edges & Drainage cuts,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,Cloudy,Afternoon,Pond,Inline spinner (slow roll) & Cricket under bobber (light twitch),Silver & Chartreuse,Fallen logs & Stump fields,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,Cloudy,Evening,Pond,Worm on jighead (slow crawl) & Micro spoon (flutter),Green pumpkin & Chrome,Mud seams & Flat brush lines,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,Windy,Morning,Pond,Waxworm under bobber (drift) & Curl tail grub (hop),White & Pink,Flooded roots & Wind-blown coves,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,Windy,Afternoon,Pond,Cricket on jighead (hop-hop) & Small inline spinner (steady),Orange & Gold,Brushy transitions & Laydown edges,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,Windy,Evening,Pond,Worm under slip bobber (still) & Beetle spin (slow roll),Pumpkinseed & Black,Flat timber & Grass seams,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,Rainy,Morning,Pond,Tiny crankbait (pause-pull) & Worm under bobber (drift),Bluegill pattern & Natural brown,Shallow drop-offs & Brushy corners,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,Rainy,Afternoon,Pond,Worm on jighead (hop) & Waxworm under bobber (static),Pumpkin & White,Flooded brush & Stump shadows,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,Rainy,Evening,Pond,Cricket under bobber (light twitch) & Curl tail grub (slow roll),Chartreuse & Orange,Backwater grass & Nearshore laydowns,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,After Rain,Morning,Pond,Inline spinner (slow roll) & Worm under bobber (still),Silver & Black,Drainage channels & Shallow brush patches,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,After Rain,Afternoon,Pond,Tiny swimbait (steady) & Jighead worm (hop-hop),Smoke & Chartreuse,Flooded grass & Dock pilings,2-3 feet
Bluegill,Spring,Cold (55-60F),Clear,After Rain,Evening,Pond,Cricket under bobber (drift) & Curl tail grub (slow roll),Black & White,Shady points & Mud-bottom coves,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,Sunny,Morning,Pond,Worm under bobber (still) & Beetle spin (steady),Natural & Chartreuse/Fleck,Weed edges & Brushy flats,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,Sunny,Afternoon,Pond,Cricket under bobber (light twitch) & Jighead worm (slow drag),Orange & Green pumpkin,Dock sides & Rock transitions,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,Sunny,Evening,Pond,Waxworm under bobber (drift) & Inline spinner (slow roll),Pink & Chartreuse,Mud shelves & Timber piles,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,Cloudy,Morning,Pond,Curl tail grub (slow roll) & Worm under slip bobber (still),Green pumpkin & Black,Flooded brush & Creek ends,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,Cloudy,Afternoon,Pond,Cricket on jighead (hop) & Waxworm under bobber (twitch),Chartreuse & Yellow,Brush lanes & Rock lips,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,Cloudy,Evening,Pond,Worm under bobber (drift) & Micro swimbait (pause-pull),Natural & Smoke blue,Flooded grass & Timber cover,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,Windy,Morning,Pond,Inline spinner (slow roll) & Waxworm under bobber (static),Gold & Orange,Windy points & Shallow grass lines,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,Windy,Afternoon,Pond,Tiny crankbait (pause-pull) & Worm under bobber (still),Chrome & Pumpkin,Flooded vegetation & Ditch mouths,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,Windy,Evening,Pond,Worm on jighead (slow crawl) & Cricket under bobber (drift),Black & Chartreuse,Back coves & Timber edges,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,Rainy,Morning,Pond,Waxworm under bobber (still) & Spoon (flutter),White & Silver,Flooded brush & Shady banks,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,Rainy,Afternoon,Pond,Beetle spin (steady) & Worm under bobber (drift),Chartreuse/black & Pumpkin,Flooded trees & Creek turns,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,Rainy,Evening,Pond,Cricket under bobber (twitch) & Curl tail grub (slow roll),Green & Black,Floating docks & Grass breaks,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,After Rain,Morning,Pond,Worm on jighead (hop-hop) & Waxworm under bobber (drift),Pumpkinseed & Pink,Stump fields & Muddy cuts,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,After Rain,Afternoon,Pond,Inline spinner (slow roll) & Cricket under bobber (static),Silver & Orange,Brushy seams & Flooded brush,2-3 feet
Bluegill,Spring,Mild (60-68F),Clear,After Rain,Evening,Pond,Worm under bobber (still) & Micro crankbait (pause-pull),Natural brown & Chartreuse,Mud shelves & Dock shade,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Sunny,Morning,Pond,Worm on jighead (hop) & Curl tail grub (drag),Chartreuse & Black,Shallow brush & Mud-bottom edges,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Sunny,Afternoon,Pond,Cricket under bobber (light twitch) & Beetle spin (steady),Black/orange & Chartreuse,Flooded timber & Grass mats,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Sunny,Evening,Pond,Worm under slip bobber (still) & Waxworm on jighead (hop),Green pumpkin & White,Dock posts & Vegetation breaks,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Cloudy,Morning,Pond,Inline spinner (slow roll) & Curl tail grub (slow drag),Silver/black & Chartreuse/white,Mud seams & Brush piles,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Cloudy,Afternoon,Pond,Cricket on jighead (hop-hop) & Spoon (flutter),Orange & Chrome,Creek inlets & Timber flats,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Cloudy,Evening,Pond,Waxworm under bobber (drift) & Jighead worm (lift-drop),Pink & Natural,Shallow drain lines & Grass edges,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Windy,Morning,Pond,Beetle spin (slow roll) & Worm under bobber (static),Chartreuse & Pumpkin,Flooded corners & Stump bases,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Windy,Afternoon,Pond,Curl tail grub (hop) & Cricket under bobber (twitch),Black & White,Flooded grass & Wind-protected pockets,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Windy,Evening,Pond,Waxworm under bobber (still) & Inline spinner (slow roll),Pink & Silver,Shady seams & Brush lanes,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Rainy,Morning,Pond,Cricket under bobber (light twitch) & Curl tail grub (drag),Green pumpkin & Orange,Mud cuts & Backwater brush,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Rainy,Afternoon,Pond,Worm on jighead (hop-hop) & Spoon (flutter),Pumpkinseed & Gold,Brushy seams & Timber edges,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,Rainy,Evening,Pond,Waxworm under bobber (drift) & Inline spinner (steady),White & Chartreuse,Flooded grass corners & Ditch ends,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,After Rain,Morning,Pond,Curl tail grub (slow roll) & Jighead worm (drag),Chartreuse & Black,Creek outlets & Muddy points,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,After Rain,Afternoon,Pond,Worm under bobber (still) & Beetle spin (slow roll),Pumpkin & Yellow,Flooded logs & Stump fields,2-3 feet
Bluegill,Spring,Cold (55-60F),Stained,After Rain,Evening,Pond,Cricket on jighead (hop-hop) & Spoon (flutter),Orange & Chrome,Shallow pockets & Grass lips,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Sunny,Morning,Pond,Worm on jighead (drag) & Curl tail grub (lift-drop),Green pumpkin & Black/blue,Timber flats & Shady edges,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Sunny,Afternoon,Pond,Inline spinner (slow roll) & Waxworm under bobber (drift),Chartreuse & Bubblegum,Brushy shallows & Grass seams,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Sunny,Evening,Pond,Beetle spin (steady) & Worm under bobber (static),Gold/black & White,Weed breaks & Backwater cuts,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Cloudy,Morning,Pond,Cricket under bobber (twitch) & Curl tail grub (slow roll),Black/yellow & Chartreuse,Flooded brush & Nearshore logs,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Cloudy,Afternoon,Pond,Worm under slip bobber (still) & Jighead worm (hop-hop),Natural & Orange,Grass flats & Timber transitions,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Cloudy,Evening,Pond,Inline spinner (slow roll) & Waxworm on jighead (drag),Silver & Pink,Mud-bottom pockets & Dock gaps,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Windy,Morning,Pond,Curl tail grub (hop) & Worm under bobber (still),Chartreuse & Pumpkinseed,Flooded seams & Ditch edges,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Windy,Afternoon,Pond,Tiny crankbait (pause-pull) & Cricket under bobber (light twitch),Firetiger & White,Mud flats & Vegetation walls,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Windy,Evening,Pond,Worm on jighead (slow crawl) & Beetle spin (steady),Black/blue & Chartreuse,Windy corners & Grass-lined banks,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Rainy,Morning,Pond,Cricket under bobber (drift) & Curl tail grub (hop-hop),White & Black,Flooded roots & Rock transitions,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Rainy,Afternoon,Pond,Inline spinner (slow roll) & Spoon (flutter),Gold & Chrome,Flooded brush & Mud banks,2-3 feet
Bluegill,Spring,Mild (60-68F),Stained,Rainy,Evening,Pond,Waxworm under bobber (still) & Curl tail grub (slow drag),Pink & Chartreuse,Flooded grass & Timber cover,2-3 feet
